datestart             datestop              obsid power_cmd  si_mode  pcad_mode vid_board clocking fep_count ccd_count simpos simfa_pos hetg letg pitch  ra     dec    roll   q1    q2    q3    q4   trans_keys                                      
2008:046:12:45:57.451 2008:046:12:51:22.585 57962 AA00000000 TE_004DE NMAN      1         0        6         6         92904  -536      RETR RETR 151.28 154.80 -18.02 12.52  -0.13 0.14  0.95  0.23 dec,pitch,q1,q2,q3,q4,ra,roll                   
2008:046:12:51:22.585 2008:046:12:55:52.334 57962 AA00000000 TE_004DE NPNT      1         0        6         6         92904  -536      RETR RETR 153.99 154.20 -12.60 12.66  -0.08 0.13  0.96  0.23 dec,pcad_mode,pitch,q1,q2,q3,q4,ra,roll         
2008:046:12:55:52.334 2008:046:12:56:02.585 9264  AA00000000 TE_004DE NMAN      1         0        6         6         75624  -536      RETR RETR 153.99 154.20 -12.60 12.66  -0.08 0.13  0.96  0.23 obsid,pcad_mode,simpos                          
2008:046:12:56:02.585 2008:046:12:57:47.602 9264  AA00000000 TE_004DE NMAN      1         0        6         6         75624  -536      RETR RETR 153.93 154.20 -12.60 12.66  -0.08 0.13  0.96  0.23 dec,pitch,q1,q2,q3,q4,ra,roll                   
2008:046:12:57:47.602 2008:046:12:58:52.334 9264  AA00000000 TE_004DE NMAN      1         0        6         6         75624  -418      RETR RETR 153.93 154.20 -12.60 12.66  -0.08 0.13  0.96  0.23 simfa_pos                                       
2008:046:12:58:52.334 2008:046:12:58:56.334 9264  AA00000000 TE_004DE NMAN      1         0        6         6         75624  -418      RETR RETR 153.93 154.20 -12.60 12.66  -0.08 0.13  0.96  0.23 clocking,power_cmd                              
2008:046:12:58:56.334 2008:046:12:59:00.334 9264  AA00000000 TE_004DE NMAN      1         0        6         6         75624  -418      RETR RETR 153.93 154.20 -12.60 12.66  -0.08 0.13  0.96  0.23 clocking,power_cmd                              
2008:046:12:59:00.334 2008:046:12:59:06.362 9264  WSPOW00000 TE_004DE NMAN      1         0        0         0         75624  -418      RETR RETR 153.93 154.20 -12.60 12.66  -0.08 0.13  0.96  0.23 ccd_count,clocking,fep_count,power_cmd,vid_board
2008:046:12:59:06.362 2008:046:12:59:24.334 9264  WSPOW00000 TE_004DE NMAN      1         0        0         0         75624  -468      RETR RETR 153.93 154.20 -12.60 12.66  -0.08 0.13  0.96  0.23 simfa_pos                                       
2008:046:12:59:24.334 2008:046:13:00:27.334 9264  WSPOW3F03F TE_004DE NMAN      1         0        6         6         75624  -468      RETR RETR 153.93 154.20 -12.60 12.66  -0.08 0.13  0.96  0.23 ccd_count,clocking,fep_count,power_cmd,vid_board
2008:046:13:00:27.334 2008:046:13:00:31.334 9264  WSPOW3F03F TE_00476 NMAN      1         0        6         6         75624  -468      RETR RETR 153.93 154.20 -12.60 12.66  -0.08 0.13  0.96  0.23 si_mode                                         
2008:046:13:00:31.334 2008:046:13:01:14.574 9264  XTZ0000005 TE_00476 NMAN      1         1        6         6         75624  -468      RETR RETR 153.93 154.20 -12.60 12.66  -0.08 0.13  0.96  0.23 clocking,power_cmd                              
2008:046:13:01:14.574 2008:046:13:06:26.564 9264  XTZ0000005 TE_00476 NMAN      1         1        6         6         75624  -468      RETR RETR 153.64 151.96 -13.12 7.71   -0.09 0.09  0.96  0.25 dec,pitch,q1,q2,q3,q4,ra,roll                   
2008:046:13:06:26.564 2008:046:13:11:38.553 9264  XTZ0000005 TE_00476 NMAN      1         1        6         6         75624  -468      RETR RETR 153.10 144.09 -13.45 350.63 -0.14 -0.04 0.94  0.30 dec,pitch,q1,q2,q3,q4,ra,roll                   
2008:046:13:11:38.553 2008:046:13:16:50.542 9264  XTZ0000005 TE_00476 NMAN      1         1        6         6         75624  -468      RETR RETR 152.50 133.88 -10.27 327.59 -0.19 -0.22 0.89  0.35 dec,pitch,q1,q2,q3,q4,ra,roll                   
2008:046:13:16:50.542 2008:046:13:22:02.532 9264  XTZ0000005 TE_00476 NMAN      1         1        6         6         75624  -468      RETR RETR 152.06 125.82 -3.52  305.68 -0.23 -0.39 0.80  0.39 dec,pitch,q1,q2,q3,q4,ra,roll                   
2008:046:13:22:02.532 2008:046:13:27:14.521 9264  XTZ0000005 TE_00476 NMAN      1         1        6         6         75624  -468      RETR RETR 151.87 121.83 3.04   290.40 -0.26 -0.51 0.71  0.41 dec,pitch,q1,q2,q3,q4,ra,roll                   
2008:046:13:27:14.521 2008:046:16:18:14.271 9264  XTZ0000005 TE_00476 NPNT      1         1        6         6         75624  -468      RETR RETR 151.83 121.01 5.13   286.00 -0.26 -0.54 0.68  0.42 dec,pcad_mode,pitch,q1,q2,q3,q4,ra,roll         
2008:046:16:18:14.271 2008:046:16:18:24.522 9264  AA00000000 TE_00476 NMAN      1         0        6         6         75624  -468      RETR RETR 151.83 121.01 5.13   286.00 -0.26 -0.54 0.68  0.42 clocking,pcad_mode,power_cmd                    
2008:046:16:18:24.522 2008:046:16:21:14.271 9264  AA00000000 TE_00476 NMAN      1         0        6         6         75624  -468      RETR RETR 151.73 121.01 5.13   286.00 -0.26 -0.54 0.68  0.42 dec,pitch,q1,q2,q3,q4,ra,roll                   
2008:046:16:21:14.271 2008:046:16:22:24.522 9265  AA00000000 TE_00476 NMAN      1         0        6         6         75624  -468      RETR RETR 151.73 121.01 5.13   286.00 -0.26 -0.54 0.68  0.42 obsid                                           
2008:046:16:22:24.522 2008:046:16:26:44.271 9265  AA00000000 TE_00476 NPNT      1         0        6         6         75624  -468      RETR RETR 151.73 121.01 5.13   286.00 -0.26 -0.54 0.68  0.42 dec,pcad_mode,pitch,q1,q2,q3,q4,ra,roll         
2008:046:16:26:44.271 2008:046:16:27:02.271 9265  WSVIDALLDN TE_00476 NPNT      0         0        6         6         75624  -468      RETR RETR 151.73 121.01 5.13   286.00 -0.26 -0.54 0.68  0.42 power_cmd,vid_board                             
2008:046:16:27:02.271 2008:046:16:28:32.271 9265  WSPOW3F03F TE_00476 NPNT      1         0        6         6         75624  -468      RETR RETR 151.73 121.01 5.13   286.00 -0.26 -0.54 0.68  0.42 ccd_count,clocking,fep_count,power_cmd,vid_board
2008:046:16:28:32.271 2008:046:16:28:36.271 9265  WSPOW3F03F TE_00477 NPNT      1         0        6         6         75624  -468      RETR RETR 151.73 121.01 5.13   286.00 -0.26 -0.54 0.68  0.42 si_mode                                         
2008:046:16:28:36.271 2008:046:19:13:24.271 9265  XTZ0000005 TE_00477 NPNT      1         1        6         6         75624  -468      RETR RETR 151.73 121.01 5.13   286.00 -0.26 -0.54 0.68  0.42 clocking,power_cmd                              
2008:046:19:13:24.271 2008:046:19:13:34.522 9265  AA00000000 TE_00477 NMAN      1         0        6         6         75624  -468      RETR RETR 151.73 121.01 5.13   286.00 -0.26 -0.54 0.68  0.42 clocking,pcad_mode,power_cmd                    
2008:046:19:13:34.522 2008:046:19:16:24.271 9265  AA00000000 TE_00477 NMAN      1         0        6         6         75624  -468      RETR RETR 151.63 121.01 5.13   286.00 -0.26 -0.54 0.68  0.42 dec,pitch,q1,q2,q3,q4,ra,roll                   
2008:046:19:16:24.271 2008:046:19:17:34.522 9266  AA00000000 TE_00477 NMAN      1         0        6         6         75624  -468      RETR RETR 151.63 121.01 5.13   286.00 -0.26 -0.54 0.68  0.42 obsid                                           
2008:046:19:17:34.522 2008:046:19:21:54.271 9266  AA00000000 TE_00477 NPNT      1         0        6         6         75624  -468      RETR RETR 151.63 121.01 5.13   286.00 -0.26 -0.54 0.68  0.42 dec,pcad_mode,pitch,q1,q2,q3,q4,ra,roll         
2008:046:19:21:54.271 2008:046:19:22:12.271 9266  WSVIDALLDN TE_00477 NPNT      0         0        6         6         75624  -468      RETR RETR 151.63 121.01 5.13   286.00 -0.26 -0.54 0.68  0.42 power_cmd,vid_board                             
2008:046:19:22:12.271 2008:046:19:23:42.271 9266  WSPOW3F03F TE_00477 NPNT      1         0        6         6         75624  -468      RETR RETR 151.63 121.01 5.13   286.00 -0.26 -0.54 0.68  0.42 ccd_count,clocking,fep_count,power_cmd,vid_board
2008:046:19:23:42.271 2008:046:22:08:34.271 9266  XTZ0000005 TE_00477 NPNT      1         1        6         6         75624  -468      RETR RETR 151.63 121.01 5.13   286.00 -0.26 -0.54 0.68  0.42 clocking,power_cmd                              
2008:046:22:08:34.271 2008:046:22:08:44.522 9266  AA00000000 TE_00477 NMAN      1         0        6         6         75624  -468      RETR RETR 151.63 121.01 5.13   286.00 -0.26 -0.54 0.68  0.42 clocking,pcad_mode,power_cmd                    
2008:046:22:08:44.522 2008:046:22:11:34.271 9266  AA00000000 TE_00477 NMAN      1         0        6         6         75624  -468      RETR RETR 151.55 121.01 5.13   286.00 -0.26 -0.54 0.68  0.42 dec,pitch,q1,q2,q3,q4,ra,roll                   
2008:046:22:11:34.271 2008:046:22:13:33.476 57961 AA00000000 TE_00477 NMAN      1         0        6         6         75624  -468      RETR RETR 151.55 121.01 5.13   286.00 -0.26 -0.54 0.68  0.42 obsid                                           
2008:046:22:13:33.476 2008:046:22:18:22.431 57961 AA00000000 TE_00477 NMAN      1         0        6         6         75624  -468      RETR RETR 151.70 121.69 3.32   289.69 -0.26 -0.51 0.71  0.41 dec,pitch,q1,q2,q3,q4,ra,roll                   
2008:046:22:18:22.431 2008:046:22:23:11.385 57961 AA00000000 TE_00477 NMAN      1         0        6         6         75624  -468      RETR RETR 152.03 124.93 -2.54  302.62 -0.24 -0.42 0.78  0.40 dec,pitch,q1,q2,q3,q4,ra,roll                   
2008:046:22:23:11.385 2008:046:22:28:00.339 57961 AA00000000 TE_00477 NMAN      1         0        6         6         75624  -468      RETR RETR 152.50 131.95 -9.46  322.48 -0.20 -0.26 0.87  0.36 dec,pitch,q1,q2,q3,q4,ra,roll                   
2008:046:22:28:00.339 2008:046:22:32:49.293 57961 AA00000000 TE_00477 NMAN      1         0        6         6         75624  -468      RETR RETR 152.99 141.19 -13.53 343.62 -0.16 -0.09 0.93  0.31 dec,pitch,q1,q2,q3,q4,ra,roll                   
2008:046:22:32:49.293 2008:046:22:37:38.248 57961 AA00000000 TE_00477 NMAN      1         0        6         6         75624  -468      RETR RETR 153.43 151.39 -14.01 5.34   -0.11 0.07  0.96  0.25 dec,pitch,q1,q2,q3,q4,ra,roll                   
2008:046:22:37:38.248 2008:046:22:42:27.202 57961 AA00000000 TE_00477 NMAN      1         0        6         6         75624  -468      RETR RETR 153.76 161.01 -10.80 26.71  -0.05 0.24  0.95  0.18 dec,pitch,q1,q2,q3,q4,ra,roll                   
2008:046:22:42:27.202 2008:046:22:47:16.156 57961 AA00000000 TE_00477 NMAN      1         0        6         6         75624  -468      RETR RETR 153.92 168.71 -4.46  47.02  0.00  0.40  0.91  0.11 dec,pitch,q1,q2,q3,q4,ra,roll                   
2008:046:22:47:16.156 2008:046:22:52:05.110 57961 AA00000000 TE_00477 NMAN      1         0        6         6         75624  -468      RETR RETR 153.93 173.72 4.01   66.17  0.06  0.54  0.84  0.03 dec,pitch,q1,q2,q3,q4,ra,roll                   
2008:046:22:52:05.110 2008:046:22:56:54.065 57961 AA00000000 TE_00477 NMAN      1         0        6         6         75624  -468      RETR RETR 153.88 175.43 10.48  78.91  -0.10 -0.63 -0.77 0.03 dec,pitch,q1,q2,q3,q4,ra,roll                   
2008:046:22:56:54.065 2008:046:23:01:23.817 57961 AA00000000 TE_00477 NPNT      1         0        6         6         75624  -468      RETR RETR 153.86 175.65 12.40  82.60  -0.11 -0.65 -0.75 0.04 dec,pcad_mode,pitch,q1,q2,q3,q4,ra,roll         
2008:046:23:01:23.817 2008:046:23:01:34.068 9474  AA00000000 TE_00477 NMAN      1         0        6         6         75624  -468      RETR RETR 153.86 175.65 12.40  82.60  -0.11 -0.65 -0.75 0.04 obsid,pcad_mode                                 
2008:046:23:01:34.068 2008:046:23:04:23.817 9474  AA00000000 TE_00477 NMAN      1         0        6         6         75624  -468      RETR RETR 152.10 175.65 12.40  82.60  -0.11 -0.65 -0.75 0.04 dec,pitch,q1,q2,q3,q4,ra,roll                   
2008:046:23:04:23.817 2008:046:23:04:27.817 9474  AA00000000 TE_00477 NMAN      1         0        6         6         75624  -468      RETR RETR 152.10 175.65 12.40  82.60  -0.11 -0.65 -0.75 0.04 clocking,power_cmd                              
2008:046:23:04:27.817 2008:046:23:04:31.817 9474  AA00000000 TE_00477 NMAN      1         0        6         6         75624  -468      RETR RETR 152.10 175.65 12.40  82.60  -0.11 -0.65 -0.75 0.04 clocking,power_cmd                              
2008:046:23:04:31.817 2008:046:23:04:55.817 9474  WSPOW00000 TE_00477 NMAN      1         0        0         0         75624  -468      RETR RETR 152.10 175.65 12.40  82.60  -0.11 -0.65 -0.75 0.04 ccd_count,clocking,fep_count,power_cmd,vid_board
2008:046:23:04:55.817 2008:046:23:05:58.817 9474  WSPOW1CC3E TE_00477 NMAN      1         0        5         5         75624  -468      RETR RETR 152.10 175.65 12.40  82.60  -0.11 -0.65 -0.75 0.04 ccd_count,clocking,fep_count,power_cmd,vid_board
2008:046:23:05:58.817 2008:046:23:06:01.958 9474  WSPOW1CC3E TE_0074C NMAN      1         0        5         5         75624  -468      RETR RETR 152.10 175.65 12.40  82.60  -0.11 -0.65 -0.75 0.04 si_mode                                         
2008:046:23:06:01.958 2008:046:23:06:02.817 9474  WSPOW1CC3E TE_0074C NMAN      1         0        5         5         75624  -468      RETR RETR 144.17 179.24 11.94  82.14  -0.08 -0.65 -0.75 0.06 dec,pitch,q1,q2,q3,q4,ra,roll                   
2008:046:23:06:02.817 2008:046:23:10:29.848 9474  XTZ0000005 TE_0074C NMAN      1         1        5         5         75624  -468      RETR RETR 144.17 179.24 11.94  82.14  -0.08 -0.65 -0.75 0.06 clocking,power_cmd                              
2008:046:23:10:29.848 2008:046:23:14:57.737 9474  XTZ0000005 TE_0074C NMAN      1         1        5         5         75624  -468      RETR RETR 131.84 191.68 10.14  80.77  -0.00 -0.65 -0.75 0.13 dec,pitch,q1,q2,q3,q4,ra,roll                   
2008:046:23:14:57.737 2008:046:23:19:25.627 9474  XTZ0000005 TE_0074C NMAN      1         1        5         5         75624  -468      RETR RETR 123.91 204.00 8.10   79.84  0.08  -0.64 -0.74 0.20 dec,pitch,q1,q2,q3,q4,ra,roll                   
2008:046:23:19:25.627 2008:047:03:38:19.817 9474  XTZ0000005 TE_0074C NPNT      1         1        5         5         75624  -468      RETR RETR 122.14 207.52 7.48   79.65  0.10  -0.63 -0.73 0.22 dec,pcad_mode,pitch,q1,q2,q3,q4,ra,roll         
2008:047:03:38:19.817 2008:047:03:38:30.068 9474  AA00000000 TE_0074C NMAN      1         0        5         5         75624  -468      RETR RETR 122.14 207.52 7.48   79.65  0.10  -0.63 -0.73 0.22 clocking,pcad_mode,power_cmd                    
2008:047:03:38:30.068 2008:047:03:41:19.817 9474  AA00000000 TE_0074C NMAN      1         0        5         5         75624  -468      RETR RETR 119.70 207.52 7.48   79.65  0.10  -0.63 -0.73 0.22 dec,pitch,q1,q2,q3,q4,ra,roll                   
2008:047:03:41:19.817 2008:047:03:41:23.817 7534  AA00000000 TE_0074C NMAN      1         0        5         5         75624  -468      RETR RETR 119.70 207.52 7.48   79.65  0.10  -0.63 -0.73 0.22 clocking,obsid,power_cmd                        
2008:047:03:41:23.817 2008:047:03:41:27.817 7534  AA00000000 TE_0074C NMAN      1         0        5         5         75624  -468      RETR RETR 119.70 207.52 7.48   79.65  0.10  -0.63 -0.73 0.22 clocking,power_cmd                              
2008:047:03:41:27.817 2008:047:03:41:51.817 7534  WSPOW00000 TE_0074C NMAN      1         0        0         0         75624  -468      RETR RETR 119.70 207.52 7.48   79.65  0.10  -0.63 -0.73 0.22 ccd_count,clocking,fep_count,power_cmd,vid_board
2008:047:03:41:51.817 2008:047:03:42:54.817 7534  WSPOW1EC3F TE_0074C NMAN      1         0        6         6         75624  -468      RETR RETR 119.70 207.52 7.48   79.65  0.10  -0.63 -0.73 0.22 ccd_count,clocking,fep_count,power_cmd,vid_board
2008:047:03:42:54.817 2008:047:03:42:58.817 7534  WSPOW1EC3F TE_002A2 NMAN      1         0        6         6         75624  -468      RETR RETR 119.70 207.52 7.48   79.65  0.10  -0.63 -0.73 0.22 si_mode                                         
2008:047:03:42:58.817 2008:047:03:43:57.452 7534  XTZ0000005 TE_002A2 NMAN      1         1        6         6         75624  -468      RETR RETR 119.70 207.52 7.48   79.65  0.10  -0.63 -0.73 0.22 clocking,power_cmd                              
2008:047:03:43:57.452 2008:047:03:49:24.836 7534  XTZ0000005 TE_002A2 NMAN      1         1        6         6         75624  -468      RETR RETR 108.14 212.32 4.65   79.24  0.15  -0.62 -0.73 0.24 dec,pitch,q1,q2,q3,q4,ra,roll                   
2008:047:03:49:24.836 2008:047:03:54:52.220 7534  XTZ0000005 TE_002A2 NMAN      1         1        6         6         75624  -468      RETR RETR 87.43  228.47 -5.02  79.62  0.29  -0.57 -0.71 0.29 dec,pitch,q1,q2,q3,q4,ra,roll                   
2008:047:03:54:52.220 2008:047:04:00:19.604 7534  XTZ0000005 TE_002A2 NMAN      1         1        6         6         75624  -468      RETR RETR 66.71  250.47 -16.76 84.28  0.47  -0.48 -0.66 0.34 dec,pitch,q1,q2,q3,q4,ra,roll                   
2008:047:04:00:19.604 2008:047:04:05:46.988 7534  XTZ0000005 TE_002A2 NMAN      1         1        6         6         75624  -468      RETR RETR 55.14  269.02 -24.01 91.12  0.59  -0.40 -0.59 0.37 dec,pitch,q1,q2,q3,q4,ra,roll                   
2008:047:04:05:46.988 2008:047:05:33:26.737 7534  XTZ0000005 TE_002A2 NPNT      1         1        6         6         75624  -468      RETR RETR 52.53  274.84 -25.70 93.67  0.63  -0.37 -0.57 0.38 dec,pcad_mode,pitch,q1,q2,q3,q4,ra,roll         
2008:047:05:33:26.737 2008:047:05:33:36.988 7534  AA00000000 TE_002A2 NMAN      1         0        6         6         75624  -468      RETR RETR 52.53  274.84 -25.70 93.67  0.63  -0.37 -0.57 0.38 clocking,pcad_mode,power_cmd                    
2008:047:05:33:36.988 2008:047:05:36:26.737 7534  AA00000000 TE_002A2 NMAN      1         0        6         6         75624  -468      RETR RETR 52.27  274.84 -25.70 93.67  0.63  -0.37 -0.57 0.38 dec,pitch,q1,q2,q3,q4,ra,roll                   
